Sale Price,No of Bedrooms,No of Bathrooms,No of Floors,Flat Area (in Sqft),Basement Area (in Sqft),Built Year,Renovation Year,Age of House (in Years),Years Since Renovation,Ever Renovated,Sale Price Bin
603336,2,1.0,1.0,1900,1869,1948,0,75,0,No,600K
621096,3,1.5,1.5,1953,1906,1955,2006,68,17,Yes,625K
638856,4,2.0,2.0,2006,1943,1962,0,61,0,No,625K
656616,5,2.25,2.5,2059,1980,1969,0,54,0,No,625K
674376,2,2.5,1.0,2112,2017,1976,0,47,0,No,625K
692136,3,3.0,1.5,2165,2054,1983,0,40,0,No,625K
709896,4,1.0,2.0,2218,2091,1990,0,33,0,No,625K
727656,5,1.5,2.5,2271,2128,1997,0,26,0,No,625K
745416,2,2.0,1.0,2324,2165,2004,2013,19,10,Yes,625K
282696,3,2.25,1.5,2377,2202,2011,0,12,0,No,275K
300456,4,2.5,2.0,2430,2239,1905,0,118,0,No,300K
318216,5,3.0,2.5,2483,2276,1912,0,111,0,No,325K
335976,2,1.0,1.0,2536,2313,1919,0,104,0,No,325K
353736,3,1.5,1.5,2589,2350,1926,0,97,0,No,350K
371496,4,2.0,2.0,2642,1210,1933,0,90,0,No,375K
389256,5,2.25,2.5,2695,1247,1940,1985,83,38,Yes,400K
407016,2,2.5,1.0,2748,1284,1947,0,76,0,No,400K
424776,3,3.0,1.5,2801,1321,1954,0,69,0,No,425K
442536,4,1.0,2.0,2854,1358,1961,0,62,0,No,450K
460296,5,1.5,2.5,2907,1395,1968,0,55,0,No,450K
478056,2,2.0,1.0,2960,1432,1975,0,48,0,No,475K
495816,3,2.25,1.5,3013,1469,1982,0,41,0,No,500K
513576,4,2.5,2.0,3066,1506,1989,1992,34,31,Yes,525K
531336,5,3.0,2.5,3119,1543,1996,0,27,0,No,525K
549096,2,1.0,1.0,3172,1580,2003,0,20,0,No,550K
566856,3,1.5,1.5,3225,1617,2010,0,13,0,No,575K
584616,4,2.0,2.0,3278,1654,2017,0,6,0,No,575K
602376,5,2.25,2.5,3331,1691,1911,0,112,0,No,600K
620136,2,2.5,1.0,3384,1728,1918,0,105,0,No,625K
637896,3,3.0,1.5,3437,1765,1925,1999,98,24,Yes,625K
655656,4,1.0,2.0,3490,1802,1932,0,91,0,No,625K
673416,5,1.5,2.5,3543,1839,1939,0,84,0,No,625K
691176,2,2.0,1.0,3596,1876,1946,0,77,0,No,625K
708936,3,2.25,1.5,3649,1913,1953,0,70,0,No,625K
726696,4,2.5,2.0,3702,1950,1960,0,63,0,No,625K
744456,5,3.0,2.5,3755,1987,1967,0,56,0,No,625K
281736,2,1.0,1.0,3808,2024,1974,2006,49,17,Yes,275K
299496,3,1.5,1.5,3861,2061,1981,0,42,0,No,300K
317256,4,2.0,2.0,3914,2098,1988,0,35,0,No,325K
335016,5,2.25,2.5,3967,2135,1995,0,28,0,No,325K
352776,2,2.5,1.0,4020,2172,2002,0,21,0,No,350K
370536,3,3.0,1.5,4073,2209,2009,0,14,0,No,375K
388296,4,1.0,2.0,4126,2246,2016,0,7,0,No,400K
406056,5,1.5,2.5,4179,2283,1910,2013,113,10,Yes,400K
423816,2,2.0,1.0,4232,2320,1917,0,106,0,No,425K
441576,3,2.25,1.5,4285,2357,1924,0,99,0,No,450K
459336,4,2.5,2.0,4338,1217,1931,0,92,0,No,450K
477096,5,3.0,2.5,4391,1254,1938,0,85,0,No,475K
494856,2,1.0,1.0,4444,1291,1945,0,78,0,No,500K
512616,3,1.5,1.5,4497,1328,1952,0,71,0,No,525K
530376,4,2.0,2.0,4550,1365,1959,1985,64,38,Yes,525K
548136,5,2.25,2.5,4603,1402,1966,0,57,0,No,550K
565896,2,2.5,1.0,4656,1439,1973,0,50,0,No,575K
583656,3,3.0,1.5,4709,1476,1980,0,43,0,No,575K
601416,4,1.0,2.0,4762,1513,1987,0,36,0,No,600K
619176,5,1.5,2.5,4815,1550,1994,0,29,0,No,625K
636936,2,2.0,1.0,4868,1587,2001,0,22,0,No,625K
654696,3,2.25,1.5,4921,1624,2008,1992,15,31,Yes,625K
672456,4,2.5,2.0,4974,1661,2015,0,8,0,No,625K
690216,5,3.0,2.5,5027,1698,1909,0,114,0,No,625K
707976,2,1.0,1.0,5080,1735,1916,0,107,0,No,625K
725736,3,1.5,1.5,5133,1772,1923,0,100,0,No,625K
743496,4,2.0,2.0,5186,1809,1930,0,93,0,No,625K
280776,5,2.25,2.5,5239,1846,1937,0,86,0,No,275K
298536,2,2.5,1.0,5292,1883,1944,1999,79,24,Yes,300K
316296,3,3.0,1.5,5345,1920,1951,0,72,0,No,325K
334056,4,1.0,2.0,5398,1957,1958,0,65,0,No,325K
351816,5,1.5,2.5,5451,1994,1965,0,58,0,No,350K
369576,2,2.0,1.0,904,2031,1972,0,51,0,No,375K
387336,3,2.25,1.5,957,2068,1979,0,44,0,No,375K
405096,4,2.5,2.0,1010,2105,1986,0,37,0,No,400K
422856,5,3.0,2.5,1063,2142,1993,2006,30,17,Yes,425K
440616,2,1.0,1.0,1116,2179,2000,0,23,0,No,450K
458376,3,1.5,1.5,1169,2216,2007,0,16,0,No,450K
476136,4,2.0,2.0,1222,2253,2014,0,9,0,No,475K
493896,5,2.25,2.5,1275,2290,1908,0,115,0,No,500K
511656,2,2.5,1.0,1328,2327,1915,0,108,0,No,500K
529416,3,3.0,1.5,1381,2364,1922,0,101,0,No,525K
547176,4,1.0,2.0,1434,1224,1929,2013,94,10,Yes,550K
564936,5,1.5,2.5,1487,1261,1936,0,87,0,No,575K
582696,2,2.0,1.0,1540,1298,1943,0,80,0,No,575K
600456,3,2.25,1.5,1593,1335,1950,0,73,0,No,600K
618216,4,2.5,2.0,1646,1372,1957,0,66,0,No,625K
635976,5,3.0,2.5,1699,1409,1964,0,59,0,No,625K
653736,2,1.0,1.0,1752,1446,1971,0,52,0,No,625K
671496,3,1.5,1.5,1805,1483,1978,1985,45,38,Yes,625K
689256,4,2.0,2.0,1858,1520,1985,0,38,0,No,625K
707016,5,2.25,2.5,1911,1557,1992,0,31,0,No,625K
724776,2,2.5,1.0,1964,1594,1999,0,24,0,No,625K
742536,3,3.0,1.5,2017,1631,2006,0,17,0,No,625K
279816,4,1.0,2.0,2070,1668,2013,0,10,0,No,275K
297576,5,1.5,2.5,2123,1705,1907,0,116,0,No,300K
315336,2,2.0,1.0,2176,1742,1914,1992,109,31,Yes,325K
333096,3,2.25,1.5,2229,1779,1921,0,102,0,No,325K
350856,4,2.5,2.0,2282,1816,1928,0,95,0,No,350K
368616,5,3.0,2.5,2335,1853,1935,0,88,0,No,375K
386376,2,1.0,1.0,2388,1890,1942,0,81,0,No,375K
404136,3,1.5,1.5,2441,1927,1949,0,74,0,No,400K
421896,4,2.0,2.0,2494,1964,1956,0,67,0,No,425K
439656,5,2.25,2.5,2547,2001,1963,1999,60,24,Yes,450K
457416,2,2.5,1.0,2600,2038,1970,0,53,0,No,450K
475176,3,3.0,1.5,2653,2075,1977,0,46,0,No,475K
492936,4,1.0,2.0,2706,2112,1984,0,39,0,No,500K
510696,5,1.5,2.5,2759,2149,1991,0,32,0,No,500K
528456,2,2.0,1.0,2812,2186,1998,0,25,0,No,525K
546216,3,2.25,1.5,2865,2223,2005,0,18,0,No,550K
563976,4,2.5,2.0,2918,2260,2012,2006,11,17,Yes,575K
581736,5,3.0,2.5,2971,2297,1906,0,117,0,No,575K
599496,2,1.0,1.0,3024,2334,1913,0,110,0,No,600K
617256,3,1.5,1.5,3077,2371,1920,0,103,0,No,625K
635016,4,2.0,2.0,3130,1231,1927,0,96,0,No,625K
652776,5,2.25,2.5,3183,1268,1934,0,89,0,No,625K
670536,2,2.5,1.0,3236,1305,1941,0,82,0,No,625K
688296,3,3.0,1.5,3289,1342,1948,2013,75,10,Yes,625K
706056,4,1.0,2.0,3342,1379,1955,0,68,0,No,625K
723816,5,1.5,2.5,3395,1416,1962,0,61,0,No,625K
741576,2,2.0,1.0,3448,1453,1969,0,54,0,No,625K
278856,3,2.25,1.5,3501,1490,1976,0,47,0,No,275K
296616,4,2.5,2.0,3554,1527,1983,0,40,0,No,300K
314376,5,3.0,2.5,3607,1564,1990,0,33,0,No,325K
332136,2,1.0,1.0,3660,1601,1997,1985,26,38,Yes,325K
349896,3,1.5,1.5,3713,1638,2004,0,19,0,No,350K
367656,4,2.0,2.0,3766,1675,2011,0,12,0,No,375K
385416,5,2.25,2.5,3819,1712,1905,0,118,0,No,375K
403176,2,2.5,1.0,3872,1749,1912,0,111,0,No,400K
420936,3,3.0,1.5,3925,1786,1919,0,104,0,No,425K
438696,4,1.0,2.0,3978,1823,1926,0,97,0,No,450K
456456,5,1.5,2.5,4031,1860,1933,1992,90,31,Yes,450K
474216,2,2.0,1.0,4084,1897,1940,0,83,0,No,475K
491976,3,2.25,1.5,4137,1934,1947,0,76,0,No,500K
509736,4,2.5,2.0,4190,1971,1954,0,69,0,No,500K
527496,5,3.0,2.5,4243,2008,1961,0,62,0,No,525K
545256,2,1.0,1.0,4296,2045,1968,0,55,0,No,550K
563016,3,1.5,1.5,4349,2082,1975,0,48,0,No,575K
580776,4,2.0,2.0,4402,2119,1982,1999,41,24,Yes,575K
598536,5,2.25,2.5,4455,2156,1989,0,34,0,No,600K
616296,2,2.5,1.0,4508,2193,1996,0,27,0,No,625K
634056,3,3.0,1.5,4561,2230,2003,0,20,0,No,625K
651816,4,1.0,2.0,4614,2267,2010,0,13,0,No,625K
669576,5,1.5,2.5,4667,2304,2017,0,6,0,No,625K
687336,2,2.0,1.0,4720,2341,1911,0,112,0,No,625K
705096,3,2.25,1.5,4773,1201,1918,2006,105,17,Yes,625K
722856,4,2.5,2.0,4826,1238,1925,0,98,0,No,625K
740616,5,3.0,2.5,4879,1275,1932,0,91,0,No,625K
277896,2,1.0,1.0,4932,1312,1939,0,84,0,No,275K
295656,3,1.5,1.5,4985,1349,1946,0,77,0,No,300K
313416,4,2.0,2.0,5038,1386,1953,0,70,0,No,325K
331176,5,2.25,2.5,5091,1423,1960,0,63,0,No,325K
348936,2,2.5,1.0,5144,1460,1967,2013,56,10,Yes,350K
366696,3,3.0,1.5,5197,1497,1974,0,49,0,No,375K
384456,4,1.0,2.0,5250,1534,1981,0,42,0,No,375K
402216,5,1.5,2.5,5303,1571,1988,0,35,0,No,400K
419976,2,2.0,1.0,5356,1608,1995,0,28,0,No,425K
437736,3,2.25,1.5,5409,1645,2002,0,21,0,No,450K
455496,4,2.5,2.0,5462,1682,2009,0,14,0,No,450K
473256,5,3.0,2.5,915,1719,2016,1985,7,38,Yes,475K
491016,2,1.0,1.0,968,1756,1910,0,113,0,No,500K
508776,3,1.5,1.5,1021,1793,1917,0,106,0,No,500K
526536,4,2.0,2.0,1074,1830,1924,0,99,0,No,525K
544296,5,2.25,2.5,1127,1867,1931,0,92,0,No,550K
562056,2,2.5,1.0,1180,1904,1938,0,85,0,No,550K
579816,3,3.0,1.5,1233,1941,1945,0,78,0,No,575K
597576,4,1.0,2.0,1286,1978,1952,1992,71,31,Yes,600K
615336,5,1.5,2.5,1339,2015,1959,0,64,0,No,625K
633096,2,2.0,1.0,1392,2052,1966,0,57,0,No,625K
650856,3,2.25,1.5,1445,2089,1973,0,50,0,No,625K
668616,4,2.5,2.0,1498,2126,1980,0,43,0,No,625K
686376,5,3.0,2.5,1551,2163,1987,0,36,0,No,625K
704136,2,1.0,1.0,1604,2200,1994,0,29,0,No,625K
721896,3,1.5,1.5,1657,2237,2001,1999,22,24,Yes,625K
739656,4,2.0,2.0,1710,2274,2008,0,15,0,No,625K
276936,5,2.25,2.5,1763,2311,2015,0,8,0,No,275K
294696,2,2.5,1.0,1816,2348,1909,0,114,0,No,300K
312456,3,3.0,1.5,1869,1208,1916,0,107,0,No,300K
330216,4,1.0,2.0,1922,1245,1923,0,100,0,No,325K
347976,5,1.5,2.5,1975,1282,1930,0,93,0,No,350K
365736,2,2.0,1.0,2028,1319,1937,2006,86,17,Yes,375K
383496,3,2.25,1.5,2081,1356,1944,0,79,0,No,375K
401256,4,2.5,2.0,2134,1393,1951,0,72,0,No,400K
419016,5,3.0,2.5,2187,1430,1958,0,65,0,No,425K
436776,2,1.0,1.0,2240,1467,1965,0,58,0,No,425K
454536,3,1.5,1.5,2293,1504,1972,0,51,0,No,450K
472296,4,2.0,2.0,2346,1541,1979,0,44,0,No,475K
490056,5,2.25,2.5,2399,1578,1986,2013,37,10,Yes,500K
507816,2,2.5,1.0,2452,1615,1993,0,30,0,No,500K
525576,3,3.0,1.5,2505,1652,2000,0,23,0,No,525K
543336,4,1.0,2.0,2558,1689,2007,0,16,0,No,550K
561096,5,1.5,2.5,2611,1726,2014,0,9,0,No,550K
578856,2,2.0,1.0,2664,1763,1908,0,115,0,No,575K
596616,3,2.25,1.5,2717,1800,1915,0,108,0,No,600K
614376,4,2.5,2.0,2770,1837,1922,1985,101,38,Yes,625K
632136,5,3.0,2.5,2823,1874,1929,0,94,0,No,625K
649896,2,1.0,1.0,2876,1911,1936,0,87,0,No,625K
667656,3,1.5,1.5,2929,1948,1943,0,80,0,No,625K
685416,4,2.0,2.0,2982,1985,1950,0,73,0,No,625K
703176,5,2.25,2.5,3035,2022,1957,0,66,0,No,625K
720936,2,2.5,1.0,3088,2059,1964,0,59,0,No,625K
738696,3,3.0,1.5,3141,2096,1971,1992,52,31,Yes,625K
275976,4,1.0,2.0,3194,2133,1978,0,45,0,No,275K
293736,5,1.5,2.5,3247,2170,1985,0,38,0,No,300K
311496,2,2.0,1.0,3300,2207,1992,0,31,0,No,300K
329256,3,2.25,1.5,3353,2244,1999,0,24,0,No,325K
347016,4,2.5,2.0,3406,2281,2006,0,17,0,No,350K
364776,5,3.0,2.5,3459,2318,2013,0,10,0,No,375K
382536,2,1.0,1.0,3512,2355,1907,1999,116,24,Yes,375K
400296,3,1.5,1.5,3565,1215,1914,0,109,0,No,400K
418056,4,2.0,2.0,3618,1252,1921,0,102,0,No,425K
435816,5,2.25,2.5,3671,1289,1928,0,95,0,No,425K
453576,2,2.5,1.0,3724,1326,1935,0,88,0,No,450K
471336,3,3.0,1.5,3777,1363,1942,0,81,0,No,475K
489096,4,1.0,2.0,3830,1400,1949,0,74,0,No,500K
506856,5,1.5,2.5,3883,1437,1956,2006,67,17,Yes,500K
524616,2,2.0,1.0,3936,1474,1963,0,60,0,No,525K
542376,3,2.25,1.5,3989,1511,1970,0,53,0,No,550K
560136,4,2.5,2.0,4042,1548,1977,0,46,0,No,550K
577896,5,3.0,2.5,4095,1585,1984,0,39,0,No,575K
595656,2,1.0,1.0,4148,1622,1991,0,32,0,No,600K
613416,3,1.5,1.5,4201,1659,1998,0,25,0,No,625K
631176,4,2.0,2.0,4254,1696,2005,2013,18,10,Yes,625K
648936,5,2.25,2.5,4307,1733,2012,0,11,0,No,625K
666696,2,2.5,1.0,4360,1770,1906,0,117,0,No,625K
684456,3,3.0,1.5,4413,1807,1913,0,110,0,No,625K
702216,4,1.0,2.0,4466,1844,1920,0,103,0,No,625K
719976,5,1.5,2.5,4519,1881,1927,0,96,0,No,625K
737736,2,2.0,1.0,4572,1918,1934,0,89,0,No,625K
275016,3,2.25,1.5,4625,1955,1941,1985,82,38,Yes,275K
292776,4,2.5,2.0,4678,1992,1948,0,75,0,No,300K
310536,5,3.0,2.5,4731,2029,1955,0,68,0,No,300K
328296,2,1.0,1.0,4784,2066,1962,0,61,0,No,325K
346056,3,1.5,1.5,4837,2103,1969,0,54,0,No,350K
363816,4,2.0,2.0,4890,2140,1976,0,47,0,No,375K
381576,5,2.25,2.5,4943,2177,1983,0,40,0,No,375K
399336,2,2.5,1.0,4996,2214,1990,1992,33,31,Yes,400K
417096,3,3.0,1.5,5049,2251,1997,0,26,0,No,425K
434856,4,1.0,2.0,5102,2288,2004,0,19,0,No,425K
452616,5,1.5,2.5,5155,2325,2011,0,12,0,No,450K
470376,2,2.0,1.0,5208,2362,1905,0,118,0,No,475K
488136,3,2.25,1.5,5261,1222,1912,0,111,0,No,500K
505896,4,2.5,2.0,5314,1259,1919,0,104,0,No,500K
523656,5,3.0,2.5,5367,1296,1926,1999,97,24,Yes,525K
541416,2,1.0,1.0,5420,1333,1933,0,90,0,No,550K
559176,3,1.5,1.5,5473,1370,1940,0,83,0,No,550K
576936,4,2.0,2.0,926,1407,1947,0,76,0,No,575K
594696,5,2.25,2.5,979,1444,1954,0,69,0,No,600K
612456,2,2.5,1.0,1032,1481,1961,0,62,0,No,600K
630216,3,3.0,1.5,1085,1518,1968,0,55,0,No,625K
647976,4,1.0,2.0,1138,1555,1975,2006,48,17,Yes,625K
665736,5,1.5,2.5,1191,1592,1982,0,41,0,No,625K
683496,2,2.0,1.0,1244,1629,1989,0,34,0,No,625K
701256,3,2.25,1.5,1297,1666,1996,0,27,0,No,625K
719016,4,2.5,2.0,1350,1703,2003,0,20,0,No,625K
736776,5,3.0,2.5,1403,1740,2010,0,13,0,No,625K
274056,2,1.0,1.0,1456,1777,2017,0,6,0,No,275K
291816,3,1.5,1.5,1509,1814,1911,2013,112,10,Yes,300K
309576,4,2.0,2.0,1562,1851,1918,0,105,0,No,300K
327336,5,2.25,2.5,1615,1888,1925,0,98,0,No,325K
345096,2,2.5,1.0,1668,1925,1932,0,91,0,No,350K
362856,3,3.0,1.5,1721,1962,1939,0,84,0,No,375K
380616,4,1.0,2.0,1774,1999,1946,0,77,0,No,375K
398376,5,1.5,2.5,1827,2036,1953,0,70,0,No,400K
416136,2,2.0,1.0,1880,2073,1960,1985,63,38,Yes,425K
433896,3,2.25,1.5,1933,2110,1967,0,56,0,No,425K
451656,4,2.5,2.0,1986,2147,1974,0,49,0,No,450K
469416,5,3.0,2.5,2039,2184,1981,0,42,0,No,475K
487176,2,1.0,1.0,2092,2221,1988,0,35,0,No,475K
504936,3,1.5,1.5,2145,2258,1995,0,28,0,No,500K
522696,4,2.0,2.0,2198,2295,2002,0,21,0,No,525K
540456,5,2.25,2.5,2251,2332,2009,1992,14,31,Yes,550K
558216,2,2.5,1.0,2304,2369,2016,0,7,0,No,550K
575976,3,3.0,1.5,2357,1229,1910,0,113,0,No,575K
593736,4,1.0,2.0,2410,1266,1917,0,106,0,No,600K
611496,5,1.5,2.5,2463,1303,1924,0,99,0,No,600K
629256,2,2.0,1.0,2516,1340,1931,0,92,0,No,625K
647016,3,2.25,1.5,2569,1377,1938,0,85,0,No,625K
664776,4,2.5,2.0,2622,1414,1945,1999,78,24,Yes,625K
682536,5,3.0,2.5,2675,1451,1952,0,71,0,No,625K
700296,2,1.0,1.0,2728,1488,1959,0,64,0,No,625K
718056,3,1.5,1.5,2781,1525,1966,0,57,0,No,625K
735816,4,2.0,2.0,2834,1562,1973,0,50,0,No,625K
273096,5,2.25,2.5,2887,1599,1980,0,43,0,No,275K
290856,2,2.5,1.0,2940,1636,1987,0,36,0,No,300K
308616,3,3.0,1.5,2993,1673,1994,2006,29,17,Yes,300K
326376,4,1.0,2.0,3046,1710,2001,0,22,0,No,325K
344136,5,1.5,2.5,3099,1747,2008,0,15,0,No,350K
361896,2,2.0,1.0,3152,1784,2015,0,8,0,No,350K
379656,3,2.25,1.5,3205,1821,1909,0,114,0,No,375K
397416,4,2.5,2.0,3258,1858,1916,0,107,0,No,400K
415176,5,3.0,2.5,3311,1895,1923,0,100,0,No,425K
432936,2,1.0,1.0,3364,1932,1930,2013,93,10,Yes,425K
450696,3,1.5,1.5,3417,1969,1937,0,86,0,No,450K
468456,4,2.0,2.0,3470,2006,1944,0,79,0,No,475K
486216,5,2.25,2.5,3523,2043,1951,0,72,0,No,475K
503976,2,2.5,1.0,3576,2080,1958,0,65,0,No,500K
521736,3,3.0,1.5,3629,2117,1965,0,58,0,No,525K
539496,4,1.0,2.0,3682,2154,1972,0,51,0,No,550K
557256,5,1.5,2.5,3735,2191,1979,1985,44,38,Yes,550K
575016,2,2.0,1.0,3788,2228,1986,0,37,0,No,575K
592776,3,2.25,1.5,3841,2265,1993,0,30,0,No,600K
610536,4,2.5,2.0,3894,2302,2000,0,23,0,No,600K
628296,5,3.0,2.5,3947,2339,2007,0,16,0,No,625K
646056,2,1.0,1.0,4000,2376,2014,0,9,0,No,625K
663816,3,1.5,1.5,4053,1236,1908,0,115,0,No,625K
681576,4,2.0,2.0,4106,1273,1915,1992,108,31,Yes,625K
699336,5,2.25,2.5,4159,1310,1922,0,101,0,No,625K
717096,2,2.5,1.0,4212,1347,1929,0,94,0,No,625K
734856,3,3.0,1.5,4265,1384,1936,0,87,0,No,625K
272136,4,1.0,2.0,4318,1421,1943,0,80,0,No,275K
289896,5,1.5,2.5,4371,1458,1950,0,73,0,No,300K
307656,2,2.0,1.0,4424,1495,1957,0,66,0,No,300K
325416,3,2.25,1.5,4477,1532,1964,1999,59,24,Yes,325K
343176,4,2.5,2.0,4530,1569,1971,0,52,0,No,350K
360936,5,3.0,2.5,4583,1606,1978,0,45,0,No,350K
378696,2,1.0,1.0,4636,1643,1985,0,38,0,No,375K
396456,3,1.5,1.5,4689,1680,1992,0,31,0,No,400K
414216,4,2.0,2.0,4742,1717,1999,0,24,0,No,425K
431976,5,2.25,2.5,4795,1754,2006,0,17,0,No,425K
449736,2,2.5,1.0,4848,1791,2013,2006,10,17,Yes,450K
467496,3,3.0,1.5,4901,1828,1907,0,116,0,No,475K
485256,4,1.0,2.0,4954,1865,1914,0,109,0,No,475K
503016,5,1.5,2.5,5007,1902,1921,0,102,0,No,500K
520776,2,2.0,1.0,5060,1939,1928,0,95,0,No,525K
538536,3,2.25,1.5,5113,1976,1935,0,88,0,No,550K
556296,4,2.5,2.0,5166,2013,1942,0,81,0,No,550K
574056,5,3.0,2.5,5219,2050,1949,2013,74,10,Yes,575K
591816,2,1.0,1.0,5272,2087,1956,0,67,0,No,600K
609576,3,1.5,1.5,5325,2124,1963,0,60,0,No,600K
627336,4,2.0,2.0,5378,2161,1970,0,53,0,No,625K
645096,5,2.25,2.5,5431,2198,1977,0,46,0,No,625K
662856,2,2.5,1.0,5484,2235,1984,0,39,0,No,625K
680616,3,3.0,1.5,937,2272,1991,0,32,0,No,625K
698376,4,1.0,2.0,990,2309,1998,1985,25,38,Yes,625K
716136,5,1.5,2.5,1043,2346,2005,0,18,0,No,625K
733896,2,2.0,1.0,1096,1206,2012,0,11,0,No,625K
751656,3,2.25,1.5,1149,1243,1906,0,117,0,No,625K
288936,4,2.5,2.0,1202,1280,1913,0,110,0,No,300K
306696,5,3.0,2.5,1255,1317,1920,0,103,0,No,300K
324456,2,1.0,1.0,1308,1354,1927,0,96,0,No,325K
342216,3,1.5,1.5,1361,1391,1934,1992,89,31,Yes,350K
359976,4,2.0,2.0,1414,1428,1941,0,82,0,No,350K
377736,5,2.25,2.5,1467,1465,1948,0,75,0,No,375K
395496,2,2.5,1.0,1520,1502,1955,0,68,0,No,400K
413256,3,3.0,1.5,1573,1539,1962,0,61,0,No,425K
431016,4,1.0,2.0,1626,1576,1969,0,54,0,No,425K
448776,5,1.5,2.5,1679,1613,1976,0,47,0,No,450K
466536,2,2.0,1.0,1732,1650,1983,1999,40,24,Yes,475K
484296,3,2.25,1.5,1785,1687,1990,0,33,0,No,475K
502056,4,2.5,2.0,1838,1724,1997,0,26,0,No,500K
519816,5,3.0,2.5,1891,1761,2004,0,19,0,No,525K
537576,2,1.0,1.0,1944,1798,2011,0,12,0,No,550K
555336,3,1.5,1.5,1997,1835,1905,0,118,0,No,550K
573096,4,2.0,2.0,2050,1872,1912,0,111,0,No,575K
590856,5,2.25,2.5,2103,1909,1919,2006,104,17,Yes,600K
608616,2,2.5,1.0,2156,1946,1926,0,97,0,No,600K
626376,3,3.0,1.5,2209,1983,1933,0,90,0,No,625K
644136,4,1.0,2.0,2262,2020,1940,0,83,0,No,625K
661896,5,1.5,2.5,2315,2057,1947,0,76,0,No,625K
679656,2,2.0,1.0,2368,2094,1954,0,69,0,No,625K
697416,3,2.25,1.5,2421,2131,1961,0,62,0,No,625K
715176,4,2.5,2.0,2474,2168,1968,2013,55,10,Yes,625K
732936,5,3.0,2.5,2527,2205,1975,0,48,0,No,625K
750696,2,1.0,1.0,2580,2242,1982,0,41,0,No,625K
287976,3,1.5,1.5,2633,2279,1989,0,34,0,No,300K
305736,4,2.0,2.0,2686,2316,1996,0,27,0,No,300K
323496,5,2.25,2.5,2739,2353,2003,0,20,0,No,325K
341256,2,2.5,1.0,2792,1213,2010,0,13,0,No,350K
359016,3,3.0,1.5,2845,1250,2017,1985,6,38,Yes,350K
376776,4,1.0,2.0,2898,1287,1911,0,112,0,No,375K
394536,5,1.5,2.5,2951,1324,1918,0,105,0,No,400K
412296,2,2.0,1.0,3004,1361,1925,0,98,0,No,400K
430056,3,2.25,1.5,3057,1398,1932,0,91,0,No,425K
447816,4,2.5,2.0,3110,1435,1939,0,84,0,No,450K
465576,5,3.0,2.5,3163,1472,1946,0,77,0,No,475K
483336,2,1.0,1.0,3216,1509,1953,1992,70,31,Yes,475K
501096,3,1.5,1.5,3269,1546,1960,0,63,0,No,500K
518856,4,2.0,2.0,3322,1583,1967,0,56,0,No,525K
536616,5,2.25,2.5,3375,1620,1974,0,49,0,No,525K
554376,2,2.5,1.0,3428,1657,1981,0,42,0,No,550K
572136,3,3.0,1.5,3481,1694,1988,0,35,0,No,575K
589896,4,1.0,2.0,3534,1731,1995,0,28,0,No,600K
607656,5,1.5,2.5,3587,1768,2002,1999,21,24,Yes,600K
625416,2,2.0,1.0,3640,1805,2009,0,14,0,No,625K
643176,3,2.25,1.5,3693,1842,2016,0,7,0,No,625K
660936,4,2.5,2.0,3746,1879,1910,0,113,0,No,625K
678696,5,3.0,2.5,3799,1916,1917,0,106,0,No,625K
696456,2,1.0,1.0,3852,1953,1924,0,99,0,No,625K
714216,3,1.5,1.5,3905,1990,1931,0,92,0,No,625K
731976,4,2.0,2.0,3958,2027,1938,2006,85,17,Yes,625K
749736,5,2.25,2.5,4011,2064,1945,0,78,0,No,625K
287016,2,2.5,1.0,4064,2101,1952,0,71,0,No,275K
304776,3,3.0,1.5,4117,2138,1959,0,64,0,No,300K
322536,4,1.0,2.0,4170,2175,1966,0,57,0,No,325K
340296,5,1.5,2.5,4223,2212,1973,0,50,0,No,350K
358056,2,2.0,1.0,4276,2249,1980,0,43,0,No,350K
375816,3,2.25,1.5,4329,2286,1987,2013,36,10,Yes,375K
393576,4,2.5,2.0,4382,2323,1994,0,29,0,No,400K
411336,5,3.0,2.5,4435,2360,2001,0,22,0,No,400K
429096,2,1.0,1.0,4488,1220,2008,0,15,0,No,425K
446856,3,1.5,1.5,4541,1257,2015,0,8,0,No,450K
464616,4,2.0,2.0,4594,1294,1909,0,114,0,No,475K
482376,5,2.25,2.5,4647,1331,1916,0,107,0,No,475K
500136,2,2.5,1.0,4700,1368,1923,1985,100,38,Yes,500K
517896,3,3.0,1.5,4753,1405,1930,0,93,0,No,525K
535656,4,1.0,2.0,4806,1442,1937,0,86,0,No,525K
553416,5,1.5,2.5,4859,1479,1944,0,79,0,No,550K
571176,2,2.0,1.0,4912,1516,1951,0,72,0,No,575K
588936,3,2.25,1.5,4965,1553,1958,0,65,0,No,600K
606696,4,2.5,2.0,5018,1590,1965,0,58,0,No,600K
624456,5,3.0,2.5,5071,1627,1972,1992,51,31,Yes,625K
642216,2,1.0,1.0,5124,1664,1979,0,44,0,No,625K
659976,3,1.5,1.5,5177,1701,1986,0,37,0,No,625K
677736,4,2.0,2.0,5230,1738,1993,0,30,0,No,625K
695496,5,2.25,2.5,5283,1775,2000,0,23,0,No,625K
713256,2,2.5,1.0,5336,1812,2007,0,16,0,No,625K
731016,3,3.0,1.5,5389,1849,2014,0,9,0,No,625K
748776,4,1.0,2.0,5442,1886,1908,1999,115,24,Yes,625K
